student_id,roll_no,department,semester,attendance_percentage,current_cgpa,previous_cgpa,cgpa_trend,backlogs,internal_marks,assignment_score,credits_completed,event_participation,internship_status,skill_score,placement_status,at_risk,risk_probability_ground_truth
STU-4374,25EC874,ECE,2,78.3,6.83,6.51,improving,0,73.0,75.4,38,83.5,,64.7,Not Eligible,0,0.087
STU-5146,23EC746,ECE,6,80.5,9.13,9.32,declining,0,84.0,68.6,126,73.9,,84.6,Eligible,0,0.116
STU-7484,22ME384,Mechanical,8,69.9,7.56,7.25,improving,0,74.2,66.7,168,73.3,,67.0,Placed,0,0.125
STU-5507,24EE207,EEE,4,82.9,7.51,7.41,stable,0,74.0,79.1,80,98.0,,87.3,Not Eligible,0,0.064
STU-4833,25EC433,ECE,1,77.8,8.33,8.63,declining,0,82.3,65.7,19,68.6,,75.9,Not Eligible,0,0.139
STU-5986,22EE686,EEE,7,83.0,6.36,6.11,improving,0,63.7,77.5,145,77.9,,67.5,Placed,0,0.074
STU-8350,25CI350,Civil,2,81.5,6.38,6.87,declining,0,61.6,75.2,38,28.7,,53.5,Not Eligible,0,0.365
STU-0262,22CS362,CSE,8,88.3,7.59,7.72,stable,0,73.9,74.8,170,52.3,Completed,53.5,Placed,0,0.104
STU-4990,25EC590,ECE,2,88.2,8.2,7.98,improving,0,67.9,84.4,43,34.1,,93.4,Not Eligible,0,0.15
STU-3647,24EC147,ECE,3,60.3,7.58,7.54,stable,0,76.5,61.5,59,76.2,,61.6,Not Eligible,1,0.583
STU-7369,24ME269,Mechanical,4,66.0,7.62,7.2,improving,0,76.2,71.9,86,42.9,,84.2,Not Eligible,0,0.143
STU-7804,24CI704,Civil,3,73.5,5.85,5.68,improving,0,56.8,66.6,59,63.3,,52.7,Not Eligible,0,0.154
STU-6698,24ME498,Mechanical,4,71.1,8.41,8.2,improving,0,85.0,66.9,82,28.8,,72.2,Not Eligible,0,0.228
STU-0070,22CS170,CSE,8,78.6,9.04,8.71,improving,0,88.9,64.3,169,68.6,Ongoing,75.9,Placed,0,0.114
STU-1504,24CS704,CSE,3,86.9,8.39,8.13,improving,0,76.8,78.3,63,22.9,,79.7,Not Eligible,0,0.137
STU-4248,22EC748,ECE,7,64.3,8.53,8.33,improving,0,87.2,68.6,145,61.2,Completed,72.6,Placed,0,0.391
STU-2379,24IT679,IT,4,83.4,8.94,9.33,declining,0,85.5,79.4,82,64.6,,78.5,Not Eligible,0,0.116
STU-4844,23EC444,ECE,5,83.3,7.13,7.35,declining,0,74.7,73.5,106,66.3,Ongoing,69.1,Eligible,0,0.175
STU-8048,25CI948,Civil,1,73.5,6.38,6.58,declining,0,69.8,68.7,19,27.1,,61.6,Not Eligible,0,0.229
STU-6607,22ME407,Mechanical,7,79.8,7.79,7.64,improving,0,81.1,82.4,143,35.5,,97.7,Placed,0,0.124
STU-1293,23CS493,CSE,5,85.3,7.96,7.86,stable,0,80.3,80.0,107,20.3,Completed,73.5,Eligible,0,0.081
STU-6687,23ME487,Mechanical,5,95.2,7.55,7.45,stable,0,67.3,84.1,106,57.1,,66.2,Eligible,0,0.069
STU-1844,23CS144,CSE,5,86.5,7.82,8.11,declining,0,73.8,87.3,107,26.8,,77.2,Eligible,0,0.31
STU-6450,23ME250,Mechanical,6,72.2,8.26,8.49,declining,0,80.5,58.9,128,57.9,Completed,61.3,Eligible,0,0.104
STU-6014,22EE714,EEE,8,67.8,7.16,7.23,stable,0,73.9,73.6,169,75.1,,69.5,Placed,0,0.146
STU-2533,25IT833,IT,1,80.3,7.12,7.0,stable,0,72.9,78.2,21,46.7,Ongoing,61.2,Not Eligible,0,0.083
STU-4863,23EC463,ECE,6,82.6,7.29,7.39,stable,0,71.3,73.7,124,67.9,Completed,58.3,Eligible,0,0.114
STU-7004,24ME804,Mechanical,4,55.5,6.89,6.73,improving,0,68.2,70.3,86,34.7,,77.2,Not Eligible,1,0.711
STU-3200,25IT600,IT,1,84.6,6.63,6.58,stable,0,63.7,78.0,22,64.8,,77.8,Not Eligible,0,0.068
STU-4451,24EC951,ECE,3,83.9,7.68,7.91,declining,0,74.7,83.3,63,98.0,Ongoing,65.6,Not Eligible,0,0.043
STU-3702,25EC202,ECE,2,84.2,6.66,6.57,stable,0,70.4,71.8,40,45.3,,71.7,Not Eligible,0,0.063
STU-4723,23EC323,ECE,6,93.0,8.1,8.01,stable,0,76.2,100.0,126,93.6,Completed,69.1,Eligible,0,0.054
STU-0742,24CS842,CSE,3,82.1,7.27,7.54,declining,3,69.2,79.3,52,65.9,Ongoing,48.4,Not Eligible,1,0.527
STU-2027,23CS327,CSE,6,75.5,8.27,8.5,declining,0,81.0,77.9,122,60.9,Ongoing,60.9,Eligible,0,0.058
STU-3583,24EC983,ECE,3,89.6,8.16,7.68,improving,0,81.9,79.7,63,60.1,,74.6,Not Eligible,0,0.044
STU-2654,22IT954,IT,8,81.3,6.62,6.88,declining,0,65.6,80.8,170,56.6,,75.8,In Process,0,0.078
STU-1490,24CS690,CSE,4,88.0,8.52,8.29,improving,0,78.1,87.1,84,74.9,,59.0,Not Eligible,0,0.109
STU-0984,25CS184,CSE,1,58.6,8.46,8.43,stable,0,79.9,73.8,22,40.4,,80.2,Not Eligible,1,0.733
STU-3298,22IT698,IT,7,71.8,9.3,9.41,stable,0,96.1,78.0,145,64.7,Ongoing,90.2,Placed,0,0.125
STU-2737,24IT137,IT,3,85.5,8.13,7.51,improving,0,78.6,92.8,63,58.8,,59.5,Not Eligible,0,0.051
STU-7940,24CI840,Civil,3,66.9,9.15,9.46,declining,0,90.1,72.3,61,73.3,,98.0,Not Eligible,0,0.254
STU-6582,22ME382,Mechanical,8,95.3,6.93,7.09,declining,0,70.2,88.0,166,57.4,Completed,79.4,In Process,0,0.167
STU-5961,24EE661,EEE,4,71.5,7.7,7.64,stable,0,81.1,80.0,80,98.0,,57.7,Not Eligible,0,0.069
STU-4845,22EC445,ECE,7,91.0,8.28,8.44,declining,0,89.0,74.7,145,36.2,Completed,66.4,Placed,0,0.069
STU-7305,22ME205,Mechanical,7,73.5,7.75,8.63,declining,0,66.4,68.3,149,59.1,Completed,77.1,Placed,0,0.215
STU-2390,22IT690,IT,8,76.7,9.14,9.36,declining,0,81.8,88.1,168,62.9,Completed,73.2,Placed,0,0.14
STU-5810,24EE510,EEE,4,86.1,6.58,6.12,improving,0,73.5,85.5,86,61.0,Ongoing,81.6,Not Eligible,0,0.113
STU-1158,22CS358,CSE,8,92.6,7.85,7.39,improving,0,83.7,83.0,166,64.0,Completed,84.0,Placed,0,0.08
STU-3560,25EC960,ECE,1,85.8,6.15,6.05,stable,0,58.9,77.5,22,49.0,,46.7,Not Eligible,0,0.152
STU-4713,23EC313,ECE,5,79.0,8.31,8.08,improving,0,92.3,76.6,106,22.3,Completed,75.5,Eligible,0,0.12
STU-6733,24ME533,Mechanical,4,85.2,5.52,4.93,improving,0,51.9,90.6,85,74.7,,57.2,Not Eligible,0,0.288
STU-4295,23EC795,ECE,6,81.3,9.61,9.53,stable,0,96.1,83.6,127,89.4,Completed,71.2,Eligible,0,0.071
STU-1774,22CS974,CSE,8,76.4,9.06,9.32,declining,0,98.0,80.1,170,54.2,Completed,69.6,Placed,0,0.138
STU-5769,24EE469,EEE,3,83.5,7.11,7.6,declining,2,73.4,83.9,51,47.3,Ongoing,65.3,Not Eligible,0,0.46
STU-1904,25CS204,CSE,1,89.6,7.02,7.1,stable,0,82.3,81.6,18,77.2,,62.4,Not Eligible,0,0.048
STU-6249,24EE949,EEE,4,71.1,6.2,6.28,stable,1,67.0,70.3,76,92.5,,80.1,Not Eligible,0,0.213
STU-1688,24CS888,CSE,4,84.9,9.17,9.38,declining,0,99.0,77.5,86,72.2,,86.0,Not Eligible,0,0.089
STU-2821,24IT221,IT,4,80.1,5.17,5.49,declining,2,47.2,75.7,74,67.9,,42.3,Not Eligible,1,0.912
STU-6306,22EE106,EEE,7,99.0,6.22,6.1,stable,0,58.8,88.7,145,46.0,,49.7,Placed,0,0.082
STU-1339,25CS539,CSE,1,71.6,7.31,6.77,improving,0,80.1,59.8,18,81.9,,64.2,Not Eligible,0,0.115
STU-5463,25EE163,EEE,1,70.6,8.08,7.91,improving,0,85.9,78.8,23,61.7,,70.4,Not Eligible,0,0.104
STU-1225,24CS425,CSE,4,84.1,6.22,6.08,stable,0,55.3,86.4,80,35.9,,31.7,Not Eligible,0,0.145
STU-6735,23ME535,Mechanical,5,77.3,6.19,6.21,stable,1,59.7,72.4,97,83.0,Completed,75.1,In Process,0,0.114
STU-1528,24CS728,CSE,3,86.3,7.84,8.2,declining,0,76.9,91.8,59,66.7,,83.5,Not Eligible,0,0.082
STU-0969,23CS169,CSE,5,76.4,8.47,8.56,stable,0,83.6,70.3,107,45.5,Completed,93.8,Eligible,0,0.072
STU-0027,25CS127,CSE,2,84.2,7.35,7.3,stable,0,77.9,81.9,40,71.8,,71.1,Not Eligible,0,0.062
STU-6037,22EE737,EEE,8,73.7,7.48,7.85,declining,0,79.6,76.9,169,63.6,,62.2,In Process,0,0.243
STU-2750,24IT150,IT,3,72.7,8.86,8.54,improving,0,74.7,80.0,63,61.0,,98.0,Not Eligible,0,0.051
STU-7647,23CI547,Civil,5,90.8,5.37,5.36,stable,0,56.5,89.8,107,51.7,,62.9,In Process,0,0.276
STU-6074,22EE774,EEE,7,86.3,7.44,7.54,stable,0,71.2,76.3,147,46.2,,66.9,Placed,0,0.085
STU-7168,24ME968,Mechanical,4,90.1,6.8,6.6,improving,0,67.2,81.9,84,42.5,,56.2,Not Eligible,0,0.1
STU-7876,24CI776,Civil,4,82.9,5.64,5.39,improving,1,49.2,84.8,80,45.7,,51.2,Not Eligible,0,0.437
STU-8304,25CI304,Civil,2,87.2,8.22,8.28,stable,0,79.5,94.9,40,77.7,Ongoing,71.1,Not Eligible,0,0.098
STU-2078,24CS378,CSE,4,77.1,8.24,8.22,stable,0,83.2,72.7,84,60.2,,92.0,Not Eligible,0,0.097
STU-1428,22CS628,CSE,8,77.0,7.17,7.32,declining,0,74.8,77.4,166,89.1,,67.7,In Process,0,0.148
STU-7355,25ME255,Mechanical,1,83.7,7.07,6.72,improving,0,80.8,78.7,19,31.8,,83.8,Not Eligible,0,0.119
STU-2447,25IT747,IT,2,79.8,7.32,7.27,stable,0,75.4,74.1,43,63.5,,81.9,Not Eligible,0,0.073
STU-5417,24EE117,EEE,4,93.3,8.46,7.6,improving,0,87.5,89.6,85,31.3,,66.5,Not Eligible,0,0.087
STU-0607,25CS707,CSE,2,77.4,9.17,9.74,declining,0,86.2,84.5,44,51.4,,79.9,Not Eligible,0,0.243
STU-7712,25CI612,Civil,1,75.1,7.28,7.87,declining,0,67.4,70.5,22,89.8,,79.3,Not Eligible,0,0.099
STU-7469,25ME369,Mechanical,2,79.2,6.18,6.12,stable,1,70.8,77.3,34,49.4,,49.7,Not Eligible,0,0.275
STU-0950,23CS150,CSE,5,82.3,7.96,8.21,declining,0,88.5,69.1,107,46.9,Completed,73.7,Eligible,0,0.164
STU-2593,25IT893,IT,1,94.1,7.26,6.91,improving,0,72.1,91.5,18,86.5,,88.4,Not Eligible,0,0.129
STU-1918,23CS218,CSE,5,87.9,8.28,8.06,improving,0,78.6,82.2,103,70.7,Completed,70.6,Eligible,0,0.093
STU-8002,22CI902,Civil,8,70.7,6.64,7.17,declining,3,64.5,74.4,154,43.5,Completed,72.8,In Process,1,0.739
STU-7748,24CI648,Civil,4,87.5,5.57,5.14,improving,0,54.1,78.3,82,39.2,,56.2,Not Eligible,0,0.248
STU-1458,23CS658,CSE,6,72.4,7.09,7.17,stable,0,67.1,61.2,124,40.1,,92.0,Eligible,0,0.087
STU-4169,23EC669,ECE,6,91.3,8.91,8.22,improving,0,91.2,90.1,128,22.8,Completed,86.7,Eligible,0,0.16
STU-7090,24ME890,Mechanical,3,81.0,6.78,6.46,improving,0,64.3,84.5,61,71.6,,64.8,Not Eligible,0,0.162
STU-6376,23ME176,Mechanical,6,67.1,7.96,7.55,improving,0,83.1,71.9,127,81.0,Completed,86.3,Eligible,0,0.263
STU-8103,25CI103,Civil,2,79.9,6.99,6.54,improving,0,75.6,87.2,38,76.6,,65.2,Not Eligible,0,0.15
STU-5606,23EE306,EEE,5,75.7,7.03,6.0,improving,0,67.5,76.0,103,54.3,Completed,49.1,Eligible,0,0.086
STU-4327,22EC827,ECE,8,73.1,8.79,8.4,improving,0,81.4,79.3,164,58.3,Completed,70.7,Placed,0,0.088
STU-6189,22EE889,EEE,7,78.8,6.98,7.01,stable,0,73.9,77.0,143,70.0,,61.9,Placed,0,0.071
STU-1192,23CS392,CSE,5,85.2,7.41,7.15,improving,0,65.6,84.6,107,50.7,,77.0,Eligible,0,0.048
STU-4672,23EC272,ECE,6,82.3,6.43,6.77,declining,1,63.3,92.7,120,55.3,,58.5,In Process,0,0.37
STU-7812,24CI712,Civil,3,73.7,6.45,6.03,improving,0,65.1,90.4,59,47.1,,61.8,Not Eligible,0,0.119
STU-5034,25EC634,ECE,2,92.1,6.28,6.49,declining,0,62.5,89.2,40,35.7,,52.9,Not Eligible,0,0.178
STU-4598,24EC198,ECE,3,84.7,8.73,9.0,declining,0,82.2,84.1,63,71.4,,98.0,Not Eligible,0,0.114
STU-2754,22IT154,IT,7,87.2,8.79,8.92,stable,0,90.3,81.0,145,43.2,Ongoing,76.5,Placed,0,0.123
STU-1439,25CS639,CSE,2,87.1,7.39,7.18,improving,0,78.6,83.0,44,48.2,,58.9,Not Eligible,0,0.142
STU-0296,23CS396,CSE,5,96.2,9.19,9.28,stable,0,95.1,90.1,105,63.0,,86.5,Eligible,0,0.09
STU-7622,24CI522,Civil,4,85.8,8.02,7.84,improving,0,79.2,77.7,85,68.6,,80.1,Not Eligible,0,0.069
STU-2893,25IT293,IT,2,77.6,7.66,8.12,declining,0,71.7,73.9,42,76.2,Ongoing,85.1,Not Eligible,0,0.359
STU-7737,23CI637,Civil,6,75.7,6.11,5.84,improving,2,58.3,82.3,114,60.4,Completed,54.1,In Process,0,0.474
STU-4985,24EC585,ECE,3,63.3,7.4,6.79,improving,4,73.8,53.4,48,43.2,,54.5,Not Eligible,1,0.927
STU-6338,22ME138,Mechanical,8,79.0,6.32,6.18,stable,0,65.7,72.8,164,83.6,,81.5,Placed,0,0.099
STU-3696,23EC196,ECE,6,86.8,7.52,7.45,stable,0,71.6,91.4,124,10.1,Ongoing,89.2,Eligible,0,0.13
STU-6125,24EE825,EEE,4,74.4,7.15,7.76,declining,0,77.1,77.4,85,27.7,,61.9,Not Eligible,0,0.407
STU-2497,25IT797,IT,1,75.9,9.19,8.7,improving,0,94.2,71.4,23,60.6,,98.0,Not Eligible,0,0.076
STU-1819,23CS119,CSE,5,80.4,7.51,7.45,stable,0,74.2,75.2,106,43.6,Completed,70.7,Eligible,0,0.091
STU-0256,23CS356,CSE,5,86.1,9.95,10.0,stable,0,99.0,98.7,103,39.0,Completed,98.0,Eligible,0,0.087
STU-6230,23EE930,EEE,6,77.3,7.98,8.59,declining,0,88.9,76.5,127,39.1,Ongoing,71.5,Eligible,0,0.19
STU-3095,24IT495,IT,3,82.9,8.04,8.43,declining,0,71.7,78.2,65,61.2,,72.1,Not Eligible,0,0.137
STU-6223,23EE923,EEE,5,70.3,7.81,7.38,improving,0,83.7,70.4,103,45.0,Completed,98.0,Eligible,0,0.226
STU-1039,25CS239,CSE,1,68.9,8.4,7.89,improving,0,78.8,68.1,22,53.9,,78.0,Not Eligible,0,0.159
STU-1319,25CS519,CSE,1,83.5,8.89,8.6,improving,0,88.3,75.7,18,74.3,Ongoing,69.5,Not Eligible,0,0.133
STU-4231,22EC731,ECE,7,78.9,7.66,7.17,improving,0,77.4,74.7,145,83.3,Completed,97.5,Placed,0,0.13
STU-3081,22IT481,IT,7,77.5,8.74,9.01,declining,0,94.6,84.5,143,68.9,,77.3,Placed,0,0.133
STU-7034,23ME834,Mechanical,5,83.9,6.86,6.71,improving,0,79.1,84.1,101,36.3,Completed,96.9,Eligible,0,0.155
STU-3866,24EC366,ECE,4,88.4,8.2,8.3,stable,0,89.1,79.6,80,64.0,Ongoing,69.7,Not Eligible,0,0.131
STU-0106,25CS206,CSE,2,83.5,8.75,8.28,improving,0,89.7,72.2,38,51.8,,82.9,Not Eligible,0,0.076
STU-8241,23CI241,Civil,5,65.1,6.03,5.72,improving,0,56.3,69.9,106,32.1,Completed,51.0,In Process,0,0.482
STU-2227,24IT527,IT,4,91.6,7.2,7.29,stable,0,72.1,85.8,85,43.8,,72.8,Not Eligible,0,0.171
STU-4369,22EC869,ECE,7,83.7,9.89,9.35,improving,0,94.2,84.6,147,64.6,,83.5,Placed,0,0.082
STU-0234,24CS334,CSE,4,91.2,8.11,7.91,improving,0,72.7,79.5,85,79.7,,87.9,Not Eligible,0,0.096
STU-3962,22EC462,ECE,7,77.6,8.41,8.21,improving,0,86.4,76.1,148,57.7,Ongoing,78.2,Placed,0,0.106
STU-2242,24IT542,IT,4,94.9,6.7,6.91,declining,0,65.7,97.9,86,9.6,,46.8,Not Eligible,0,0.189
STU-1311,25CS511,CSE,1,76.2,8.42,8.42,stable,0,93.1,71.4,23,63.5,,80.8,Not Eligible,0,0.086
STU-6250,22EE950,EEE,7,61.9,8.48,8.13,improving,0,87.1,66.0,147,42.5,Completed,73.3,In Process,0,0.398
STU-4067,23EC567,ECE,6,92.5,6.08,5.91,improving,0,56.2,100.0,128,36.2,Completed,64.9,In Process,0,0.132
STU-1392,25CS592,CSE,1,86.4,7.83,7.65,improving,0,79.6,92.2,22,65.0,,76.3,Not Eligible,0,0.155
STU-8342,22CI342,Civil,8,72.6,5.88,5.81,stable,2,57.8,68.5,156,45.9,Completed,48.6,Not Eligible,1,0.646
STU-0394,22CS494,CSE,7,84.1,8.25,8.17,stable,0,96.2,82.6,149,58.0,,82.1,Placed,0,0.057
STU-4581,23EC181,ECE,6,76.7,7.42,7.4,stable,0,76.7,69.6,126,49.6,Completed,62.5,Eligible,0,0.069
STU-3538,23EC938,ECE,5,77.7,8.18,7.99,improving,0,85.2,82.1,106,67.2,Completed,71.1,Eligible,0,0.101
STU-4939,23EC539,ECE,6,86.5,6.6,6.98,declining,0,72.6,82.9,126,90.2,Completed,60.5,Eligible,0,0.08
STU-5055,23EC655,ECE,5,77.3,9.03,9.12,stable,0,88.4,80.1,103,96.1,,85.4,Eligible,0,0.181
STU-7139,22ME939,Mechanical,7,74.6,7.34,7.39,stable,0,74.3,72.9,147,33.7,,76.4,Placed,0,0.075
STU-1306,22CS506,CSE,7,88.7,7.6,7.72,stable,0,75.2,91.6,143,48.8,Ongoing,72.4,Placed,0,0.129
STU-0330,25CS430,CSE,2,75.6,8.56,8.47,stable,0,81.3,74.6,40,33.9,,87.1,Not Eligible,0,0.075
STU-2479,23IT779,IT,5,92.4,7.75,7.97,declining,0,83.9,86.8,105,82.9,Ongoing,85.7,Eligible,0,0.144
STU-1296,25CS496,CSE,2,78.8,8.78,8.15,improving,0,84.2,70.3,43,28.8,,86.7,Not Eligible,0,0.106
STU-6405,23ME205,Mechanical,6,82.7,7.56,7.22,improving,0,82.2,84.6,124,76.2,,68.4,Eligible,0,0.055
STU-8078,23CI978,Civil,6,75.0,5.95,5.76,improving,0,61.2,73.7,122,97.8,,70.2,In Process,0,0.246
STU-1887,25CS187,CSE,1,76.3,8.87,9.0,stable,0,91.8,72.7,19,73.3,,78.0,Not Eligible,0,0.096
STU-5152,23EC752,ECE,6,87.4,8.46,8.91,declining,0,80.3,83.0,124,67.1,Ongoing,98.0,Eligible,0,0.199
STU-3306,23IT706,IT,6,90.2,7.09,7.25,declining,0,73.0,94.7,122,48.8,Completed,43.6,Eligible,0,0.129
STU-5707,22EE407,EEE,7,77.3,6.55,6.85,declining,0,67.3,79.0,143,63.2,Completed,61.5,In Process,0,0.15
STU-8386,23CI386,Civil,5,72.9,7.01,6.97,stable,1,64.5,73.1,99,46.8,Ongoing,64.4,In Process,0,0.248
STU-8087,23CI987,Civil,6,83.4,7.29,7.19,stable,0,74.8,92.0,126,64.0,Ongoing,73.9,Eligible,0,0.061
STU-6251,22EE951,EEE,7,74.2,5.91,5.99,stable,2,55.2,69.8,140,46.1,,73.0,In Process,1,0.571
STU-2920,24IT320,IT,3,85.9,8.13,8.32,declining,0,87.1,86.8,63,95.1,,85.6,Not Eligible,0,0.262
STU-4952,23EC552,ECE,5,74.0,7.37,7.27,stable,1,67.6,75.1,102,62.1,,78.3,In Process,0,0.324
STU-2476,23IT776,IT,6,79.0,7.77,8.24,declining,0,75.7,82.7,128,26.4,,65.7,Eligible,0,0.163
STU-6979,25ME779,Mechanical,1,80.1,6.84,6.45,improving,0,71.2,76.9,23,66.2,,58.1,Not Eligible,0,0.1
STU-5779,25EE479,EEE,2,83.8,8.17,8.38,declining,0,84.0,81.6,38,87.2,,85.4,Not Eligible,0,0.115
STU-7071,23ME871,Mechanical,5,62.9,7.78,7.24,improving,4,79.1,66.1,91,53.9,,57.2,In Process,1,0.967
STU-2136,22CS436,CSE,8,78.1,7.77,7.49,improving,0,77.9,72.7,164,68.6,,60.4,Placed,0,0.099
STU-4063,22EC563,ECE,8,76.3,8.52,8.7,declining,0,76.3,75.4,166,59.6,,79.0,Placed,0,0.119
STU-7354,24ME254,Mechanical,3,87.5,6.78,6.97,declining,0,66.0,79.6,61,66.7,,70.9,Not Eligible,0,0.104
STU-5363,25EE963,EEE,1,86.4,8.4,7.59,improving,0,77.6,87.8,22,98.0,,73.8,Not Eligible,0,0.062
STU-1793,24CS993,CSE,4,94.3,7.79,7.62,improving,0,76.2,97.5,86,51.8,,60.0,Not Eligible,0,0.089
STU-2962,23IT362,IT,6,82.8,8.17,7.55,improving,0,86.9,81.1,124,64.0,Completed,63.9,Eligible,0,0.129
STU-3787,25EC287,ECE,2,70.1,6.85,6.94,stable,0,65.3,86.2,40,66.4,Ongoing,54.8,Not Eligible,0,0.106
STU-5450,22EE150,EEE,7,69.5,7.81,7.91,stable,0,70.8,72.6,148,77.8,,98.0,In Process,0,0.067
STU-5123,25EC723,ECE,1,83.5,7.87,7.87,stable,0,75.0,100.0,22,52.2,,68.5,Not Eligible,0,0.135
STU-6278,25EE978,EEE,1,78.6,6.96,6.72,improving,0,70.2,73.8,23,17.2,,61.7,Not Eligible,0,0.21
STU-7485,22ME385,Mechanical,7,58.2,8.46,8.45,stable,1,94.9,58.0,144,61.4,Completed,65.9,Placed,1,0.868
STU-0886,25CS986,CSE,2,79.9,7.05,6.37,improving,0,63.5,79.0,44,83.7,,69.9,Not Eligible,0,0.115
STU-5411,24EE111,EEE,4,73.7,7.69,6.57,improving,0,72.9,65.5,86,78.8,,75.3,Not Eligible,0,0.091
STU-1425,22CS625,CSE,8,99.0,9.14,9.37,declining,0,88.6,93.5,164,57.4,Completed,73.1,In Process,0,0.124
STU-7332,22ME232,Mechanical,7,80.4,7.91,7.53,improving,0,82.6,81.1,143,98.0,Completed,91.9,In Process,0,0.06
STU-1452,23CS652,CSE,5,71.8,8.61,8.46,improving,0,87.1,76.0,101,53.6,Ongoing,84.9,Eligible,0,0.13
STU-4263,22EC763,ECE,7,99.0,7.71,7.87,declining,0,77.8,87.4,147,56.4,,77.7,Placed,0,0.083
STU-0632,22CS732,CSE,8,77.7,7.91,7.93,stable,0,83.4,79.7,170,43.5,Ongoing,72.7,Placed,0,0.064
STU-4364,23EC864,ECE,5,83.0,8.24,7.9,improving,0,87.8,73.8,107,65.7,Completed,78.8,Eligible,0,0.11
STU-0928,23CS128,CSE,5,82.1,9.16,9.03,stable,0,89.9,83.0,101,41.5,Completed,70.3,Eligible,0,0.234
STU-3793,25EC293,ECE,2,88.0,6.93,6.98,stable,0,65.2,75.9,43,52.6,,78.2,Not Eligible,0,0.098
STU-6710,24ME510,Mechanical,4,70.6,7.9,8.01,stable,0,80.4,71.6,80,27.6,,52.2,Not Eligible,0,0.151
STU-3788,23EC288,ECE,6,70.8,8.04,8.25,declining,0,79.8,75.0,122,44.7,Ongoing,72.4,Eligible,0,0.141
STU-1678,24CS878,CSE,4,80.5,8.61,8.71,stable,0,84.7,75.8,86,67.8,,67.6,Not Eligible,0,0.106
STU-2655,22IT955,IT,7,77.5,7.33,7.2,stable,0,78.4,72.0,148,48.3,Completed,82.4,Placed,0,0.069
STU-7154,24ME954,Mechanical,3,73.1,7.7,8.1,declining,0,75.5,73.6,65,59.7,,82.3,Not Eligible,0,0.185
STU-2493,25IT793,IT,2,82.2,8.57,8.81,declining,0,86.9,69.6,44,59.6,,83.7,Not Eligible,0,0.086
STU-2109,24CS409,CSE,3,77.3,8.31,7.94,improving,0,86.0,85.7,64,95.4,,84.4,Not Eligible,0,0.129
STU-4793,24EC393,ECE,4,77.8,7.7,8.05,declining,0,79.9,81.1,82,74.6,,70.7,Not Eligible,0,0.132
STU-1009,25CS209,CSE,2,82.4,8.51,9.1,declining,0,88.3,67.6,38,47.1,,78.4,Not Eligible,0,0.185
STU-4493,24EC993,ECE,3,94.3,7.62,8.01,declining,0,81.5,95.7,63,73.0,,70.5,Not Eligible,0,0.173
STU-6630,23ME430,Mechanical,6,81.9,6.55,5.9,improving,0,66.4,68.7,127,94.1,,46.1,Eligible,0,0.139
STU-3158,22IT558,IT,8,89.0,7.23,7.53,declining,0,79.5,86.1,168,72.0,,60.3,Not Eligible,0,0.116
STU-1235,23CS435,CSE,6,74.5,8.24,8.37,stable,1,81.9,77.9,118,68.1,Ongoing,90.0,In Process,0,0.135
STU-6418,22ME218,Mechanical,8,71.7,7.64,8.22,declining,0,76.0,74.5,168,62.9,,66.9,Placed,0,0.341
STU-1297,25CS497,CSE,2,73.2,8.52,8.39,stable,0,91.4,75.4,44,64.9,Ongoing,80.7,Not Eligible,0,0.152
STU-5014,25EC614,ECE,1,70.2,8.47,8.58,stable,0,79.3,65.1,22,45.1,,79.7,Not Eligible,0,0.225
STU-1021,23CS221,CSE,6,95.4,8.42,8.34,stable,2,85.3,92.0,114,62.8,Ongoing,83.4,In Process,0,0.314
STU-0895,23CS995,CSE,6,83.9,6.77,6.58,improving,0,65.0,84.0,127,55.0,,72.3,Eligible,0,0.058
STU-5310,24EE910,EEE,4,82.5,8.76,8.41,improving,0,88.0,85.8,84,48.6,,74.9,Not Eligible,0,0.029
STU-3565,23EC965,ECE,5,75.8,6.25,6.2,stable,0,58.1,84.5,106,67.3,,57.0,In Process,0,0.101
STU-4719,25EC319,ECE,1,83.1,6.57,6.01,improving,0,59.1,83.2,19,73.8,,91.5,Not Eligible,0,0.131
STU-4175,24EC675,ECE,4,90.9,7.19,7.14,stable,0,70.1,84.1,80,32.5,,71.9,Not Eligible,0,0.039
STU-3695,25EC195,ECE,2,87.5,8.36,8.19,improving,0,79.3,83.8,40,48.1,,89.9,Not Eligible,0,0.099
STU-0207,25CS307,CSE,1,84.7,8.79,8.76,stable,0,90.3,83.4,22,46.3,,91.9,Not Eligible,0,0.11
STU-5741,24EE441,EEE,3,78.1,6.69,7.04,declining,0,62.3,65.2,64,89.4,,55.8,Not Eligible,0,0.085
STU-8301,24CI301,Civil,4,67.2,6.48,6.78,declining,0,64.9,70.0,80,70.6,,66.1,Not Eligible,0,0.353
STU-4960,24EC560,ECE,4,93.3,8.21,8.52,declining,0,84.9,83.9,80,59.2,,79.8,Not Eligible,0,0.213
STU-3939,24EC439,ECE,3,88.3,6.41,6.05,improving,0,69.5,77.0,61,44.1,,70.4,Not Eligible,0,0.182
STU-3451,25IT851,IT,1,88.3,7.1,7.12,stable,0,71.3,81.2,22,50.9,,57.8,Not Eligible,0,0.063
STU-4109,24EC609,ECE,3,79.9,8.92,8.43,improving,0,87.0,83.9,59,98.0,,82.0,Not Eligible,0,0.097
